,sentence_index,sentence,splitset_label
6042,6043,"Directed without the expected flair or imagination by Hong Kong master John Woo , Windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .",1
6043,6044,It 's a very tasteful rock and roll movie .,1
6044,6045,You could put it on a coffee table anywhere .,1
6045,6046,"The movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the Holocaust escape story , Minac drains his movie of all individuality .",1
6046,6047,An infuriating film .,1
6047,6048,"Just when you think you are making sense of it , something happens that tells you there is no sense .",1
6048,6049,The entire movie is so formulaic and forgettable that it 's hardly over before it begins to fade from memory .,1
6049,6050,"The setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions .",1
6050,6051,"As an entertainment destination for the general public , Kung Pow sets a new benchmark for lameness .",1
6051,6052,"This misty-eyed Southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear-drenched quicksand .",1
6052,6053,"As pure over-the-top trash , any John Waters movie has it beat by a country mile .",1
6053,6054,"Wendigo wants to be a monster movie for the art-house crowd , but it falls into the trap of pretention almost every time .",1
6054,6055,Bigelow offers some flashy twists and turns that occasionally fortify this turgid fable .,1
6055,6056,"But for the most part , The Weight of Water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness .",1
6056,6057,This film biggest problem ?,1
6057,6058,No laughs .,1
6058,6059,Less-than-compelling documentary of a Yiddish theater clan .,1
6059,6060,That the Chuck Norris `` grenade gag '' occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is .,1
6060,6061,"Viewers are asked so often to suspend belief that were it not for Holm 's performance , the film would be a total washout .",1
6061,6062,"It 's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it 's well worth a rental .",1
6062,6063,"I ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents ...",1
6063,6064,"Everybody loves a David and Goliath story , and this one is told almost entirely from David 's point of view .",1
6064,6065,Throw Smoochy from the train !,1
6065,6066,"Eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot .",1
6066,6067,Irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .,1
6067,6068,"A light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation .",1
6068,6069,Cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle .,1
6069,6070,"To paraphrase a line from another Dickens ' novel , Nicholas Nickleby is too much like a fragment of an underdone potato .",1
6070,6071,"The actresses may have worked up a back story for the women they portray so convincingly , but viewers do n't get enough of that background for the characters to be involving as individuals rather than types .",1
6071,6072,"The result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's Hollywood .",1
6072,6073,An extremely unpleasant film .,1
6073,6074,"A movie just for Friday fans , critics be damned .",1
6074,6075,"If you already like this sort of thing , this is that sort of thing all over again .",1
6075,6076,A sincere but dramatically conflicted gay coming-of-age tale .,1
6076,6077,Wait for it to hit cable .,1
6077,6078,Ultimately feels like just one more in the long line of films this year about the business of making movies .,1
6078,6079,"Nothing but one relentlessly depressing situation after another for its entire running time , something that you could easily be dealing with right now in your lives .",1
6079,6080,"77 minutes of Pokemon may not last 4ever , it just seems like it does .",1
6080,6081,My only wish is that Celebi could take me back to a time before I saw this movie and I could just skip it .,1
6081,6082,The one not-so-small problem with Expecting is that the entire exercise has no real point .,1
6082,6083,"A movie you observe , rather than one you enter into .",1
6083,6084,-LRB- At least -RRB- Moore is a real charmer .,1
6084,6085,"John Carlen 's script is full of unhappy , two-dimensional characters who are anything but compelling .",1
6085,6086,"LaBute ca n't avoid a fatal mistake in the modern era : He 's changed the male academic from a lower-class Brit to an American , a choice that upsets the novel 's exquisite balance and shreds the fabric of the film .",1
6086,6087,"The notion of deleting emotion from people , even in an advanced Prozac Nation , is so insanely dysfunctional that the rampantly designed Equilibrium becomes a concept doofus .",1
6087,6088,"Stale first act , Scrooge story , blatant product placement , some very good comedic songs , strong finish , dumb fart jokes .",1
6088,6089,"Unsurprisingly , the way this all works out makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes .",1
6089,6090,A film that loses sight of its own story .,1
6090,6091,Adam Sandler 's Eight Crazy Nights grows on you -- like a rash .,1
6091,6092,The big-screen Scooby makes the silly original cartoon seem smart and well-crafted in comparison .,1
6092,6093,"Few of the increasingly far-fetched events that first-time writer-director Neil Burger follows up with are terribly convincing , which is a pity , considering Barry 's terrific performance .",1
6093,6094,Gets better after Foster leaves that little room .,1
6094,6095,The movie is as padded as Allen 's jelly belly .,1
6095,6096,"Resident Evil is n't a product of its cinematic predecessors so much as an MTV , sugar hysteria , and PlayStation cocktail .",1
6096,6097,A rather average action film that benefits from several funny moments supplied by Epps .,1
6097,6098,"... unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted .",1
6098,6099,Resembles a soft porn Brian De Palma pastiche .,1
6099,6100,"Bluto Blutarsky , we miss you .",1
6100,6101,Innocuous enough to make even Jean-Claude Van Damme look good .,1
6101,6102,"It 's a glorified sitcom , and a long , unfunny one at that .",1
6102,6103,Woody Allen can write and deliver a one liner as well as anybody .,1
6103,6104,But I had a lot of problems with this movie .,1
6104,6105,Devoid of any of the qualities that made the first film so special .,1
6105,6106,"All movie long , City by the Sea swings from one approach to the other , but in the end , it stays in formula -- which is a waste of De Niro , McDormand and the other good actors in the cast .",1
6106,6107,Plotless collection of moronic stunts is by far the worst movie of the year .,1
6107,6108,"However sincere it may be , The Rising Place never quite justifies its own existence .",1
6108,6109,"Parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place .",1
6109,6110,It 's sort of a 21st century morality play with a Latino hip hop beat .,1
6110,6111,But the second half of the movie really goes downhill .,1
6111,6112,Paxton 's uneven directorial debut fails to unlock the full potential of what is in many ways a fresh and dramatically substantial spin on the genre .,1
6112,6113,The script becomes lifeless and falls apart like a cheap lawn chair .,1
6113,6114,The script falls back on too many tried-and-true shenanigans that hardly distinguish it from the next teen comedy .,1
